"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"	"Action Type"
"CHEMBL377151"	""	"None"	"422.28"	"0"	"2.16"	"21ai"	"N#C[C@@H]1CCCN1C(=O)[C@@H]1CC[C@H](COc2cc(C(=O)O)ccc2Br)N1"	"Ki"	"'='"	"0.62"	"nM"	"9.21"	""	""	"UO_0000065"	"21.80"	"0.48"	"7.05"	"8.97"	"0"	"CHEMBL871250"	"Inhibition of human recombinant DPP4 by tight-binding assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1148635"	"1"	"Scientific Literature"	"J Med Chem"	"2006"	"None"	""	""
"CHEMBL1270560"	""	"None"	"378.86"	"0"	"4.49"	"9"	"COc1ccccc1-c1cn2c(-c3ccc(Cl)cc3)c(CN)c(C)nc2n1"	"Ki"	"'='"	"96.0"	"nM"	"7.02"	""	""	"UO_0000065"	"18.52"	"0.35"	"2.53"	"10.72"	"0"	"CHEMBL1274952"	"Inhibition of human DPP4 after 15 mins by para-nitroaniline release assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1268879"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2010"	"None"	""	""
"CHEMBL1270758"	""	"None"	"413.31"	"1"	"5.15"	"17"	"COc1ccccc1-c1cn2c(-c3c(Cl)cccc3Cl)c(CN)c(C)nc2n1"	"Ki"	"'='"	"113.0"	"nM"	"6.95"	""	""	"UO_0000065"	"16.81"	"0.34"	"1.80"	"10.62"	"0"	"CHEMBL1274952"	"Inhibition of human DPP4 after 15 mins by para-nitroaniline release assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1268879"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2010"	"None"	""	""
"CHEMBL1270962"	""	"None"	"376.44"	"0"	"4.29"	"21"	"COc1ccccc1-c1cn2c(-c3ccc(C)c(F)c3)c(CN)c(C)nc2n1"	"Ki"	"'='"	"438.0"	"nM"	"6.36"	""	""	"UO_0000065"	"16.89"	"0.31"	"2.07"	"9.72"	"0"	"CHEMBL1274952"	"Inhibition of human DPP4 after 15 mins by para-nitroaniline release assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1268879"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2010"	"None"	""	""
"CHEMBL1161922"	""	"None"	"373.84"	"0"	"1.74"	"9"	"CN1C(=O)c2nc(N3CCCC(N)C3)n(Cc3ccccc3Cl)c2C1=O"	"Ki"	"'='"	"9.0"	"nM"	"8.05"	""	""	"UO_0000065"	"21.52"	"0.42"	"6.31"	"9.53"	"0"	"CHEMBL907097"	"Inhibition of h-DPPIV"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1137273"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2006"	"None"	""	""
"CHEMBL1271270"	""	"None"	"447.75"	"1"	"5.80"	"26"	"COc1ccccc1-c1cn2c(-c3c(Cl)cc(Cl)cc3Cl)c(CN)c(C)nc2n1"	"Ki"	"'='"	"19.0"	"nM"	"7.72"	""	""	"UO_0000065"	"17.24"	"0.36"	"1.92"	"11.80"	"0"	"CHEMBL1274952"	"Inhibition of human DPP4 after 15 mins by para-nitroaniline release assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1268879"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2010"	"None"	""	""
"CHEMBL217561"	""	"None"	"214.03"	"None"	"None"	"8"	"CC(=O)NCC(=O)N1CCC[C@H]1B(O)O"	"Ki"	"'='"	"377.0"	"nM"	"6.42"	""	""	"UO_0000065"	"30.01"	"None"	"None"	"None"	"1"	"CHEMBL908231"	"Inhibition constant against DPP-4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1137598"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""
"CHEMBL216411"	""	"None"	"256.11"	"None"	"None"	"10"	"CC(C)(C)C(=O)NCC(=O)N1CCC[C@H]1B(O)O"	"Ki"	"'='"	"608000.0"	"nM"	""	"Outside typical range"	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL908231"	"Inhibition constant against DPP-4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1137598"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""
"CHEMBL385419"	""	"None"	"290.13"	"None"	"None"	"18"	"CN(CC(=O)N1CCC[C@H]1B(O)O)C(=O)c1ccccc1"	"Ki"	"'='"	"11300.0"	"nM"	"4.95"	""	""	"UO_0000065"	"17.05"	"None"	"None"	"None"	"0"	"CHEMBL908231"	"Inhibition constant against DPP-4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1137598"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""
"CHEMBL387050"	""	"None"	"288.11"	"None"	"None"	"22"	"O=C1c2ccccc2CN1CC(=O)N1CCC[C@H]1B(O)O"	"Ki"	"'='"	"22700.0"	"nM"	"4.64"	""	""	"UO_0000065"	"16.12"	"None"	"None"	"None"	"0"	"CHEMBL908231"	"Inhibition constant against DPP-4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1137598"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""
"CHEMBL217244"	""	"None"	"268.12"	"None"	"None"	"11"	"O=C(NCC(=O)N1CCC[C@H]1B(O)O)C1CCCC1"	"Ki"	"'='"	"9080.0"	"nM"	"5.04"	""	""	"UO_0000065"	"18.80"	"None"	"None"	"None"	"0"	"CHEMBL908231"	"Inhibition constant against DPP-4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1137598"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""
"CHEMBL386890"	""	"None"	"344.99"	"None"	"None"	"14"	"O=C(NCC(=O)N1CCC[C@H]1B(O)O)c1cc(Cl)ccc1Cl"	"Ki"	"'='"	"9500.0"	"nM"	"5.02"	""	""	"UO_0000065"	"14.56"	"None"	"None"	"None"	"1"	"CHEMBL908231"	"Inhibition constant against DPP-4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1137598"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""
"CHEMBL63895"	""	"None"	"212.06"	"None"	"None"	"2"	"O=C([C@@H]1CCCN1)N1CCC[C@H]1B(O)O"	"Ki"	"'='"	"3.0"	"nM"	"8.52"	""	""	"UO_0000065"	"40.19"	"None"	"None"	"None"	"0"	"CHEMBL664122"	"In vitro test for inhibitory activity against human dipeptidyl peptidase IV."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1128915"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"1996"	"None"	""	""
"CHEMBL443622"	""	"None"	"142.20"	"0"	"-0.04"	"1.1"	"C[C@H](N)C(=O)N1CCCC1"	"Ki"	"'='"	"7000.0"	"nM"	"5.16"	""	""	"UO_0000065"	"36.25"	"0.70"	"5.19"	"11.13"	"0"	"CHEMBL664122"	"In vitro test for inhibitory activity against human dipeptidyl peptidase IV."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1128915"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"1996"	"None"	""	""
"CHEMBL4578869"	""	"None"	"372.45"	"0"	"1.18"	"5b"	"Cc1cccc(-c2nnc3ccc(N4CCN(S(C)(=O)=O)CC4)nn23)c1"	"Ki"	"'='"	"341.6"	"nM"	"6.47"	""	""	"UO_0000065"	"17.36"	"0.34"	"5.29"	"7.73"	"0"	"CHEMBL4379981"	"Inhibition of human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4376848"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2020"	"None"	""	""
"CHEMBL4547171"	""	"None"	"402.48"	"0"	"3.56"	"5g"	"Cc1cccc(-c2nnc3ccc(N4CCN(Cc5ccc(F)cc5)CC4)nn23)c1"	"Ki"	"'='"	"71.87"	"nM"	"7.14"	""	""	"UO_0000065"	"17.75"	"0.33"	"3.58"	"14.41"	"0"	"CHEMBL4379981"	"Inhibition of human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4376848"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2020"	"None"	""	""
"CHEMBL383705"	""	"None"	"170.26"	"0"	"0.59"	"9"	"CC(C)[C@H](N)C(=O)N1CCCC1"	"Ki"	"'='"	"470.0"	"nM"	"6.33"	""	""	"UO_0000065"	"37.17"	"0.72"	"5.74"	"13.66"	"0"	"CHEMBL664122"	"In vitro test for inhibitory activity against human dipeptidyl peptidase IV."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1128915"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"1996"	"None"	""	""
"CHEMBL503274"	""	"None"	"184.28"	"0"	"0.98"	"7"	"CC[C@H](C)[C@H](N)C(=O)N1CCCC1"	"Ki"	"'='"	"410.0"	"nM"	"6.39"	""	""	"UO_0000065"	"34.66"	"0.67"	"5.41"	"13.79"	"0"	"CHEMBL664122"	"In vitro test for inhibitory activity against human dipeptidyl peptidase IV."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1128915"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"1996"	"None"	""	""
"CHEMBL2441954"	""	"None"	"433.34"	"0"	"3.40"	"2u, More active atropisomer"	"Cc1nc2c(c(-c3ccc(Cl)cc3Cl)c1CN)C(=O)N(CC(=O)N1CCCC1)C2"	"Ki"	"'='"	"0.4"	"nM"	"9.40"	""	""	"UO_0000065"	"21.69"	"0.44"	"6.00"	"11.82"	"0"	"CHEMBL2444439"	"Inhibition of human DPP4 assessed as Gly-Pro-pNA cleavage preincubated for 40 mins followed by substrate addition"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2439999"	"1"	"Scientific Literature"	"J Med Chem"	"2013"	"None"	""	""
"CHEMBL2441837"	""	"None"	"394.30"	"0"	"3.81"	"3b, Less active atropisomer"	"COC[C@H](C)N1Cc2nc(C)c(CN)c(-c3ccc(Cl)cc3Cl)c2C1=O"	"Ki"	"'='"	"31.0"	"nM"	"7.51"	""	""	"UO_0000065"	"19.04"	"0.39"	"3.70"	"10.97"	"0"	"CHEMBL2444439"	"Inhibition of human DPP4 assessed as Gly-Pro-pNA cleavage preincubated for 40 mins followed by substrate addition"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2439999"	"1"	"Scientific Literature"	"J Med Chem"	"2013"	"None"	""	""
"CHEMBL376862"	""	"None"	"398.39"	"0"	"3.41"	"41"	"N[C@H]1CN(c2cc(-c3ccccc3)ncn2)C(=O)C[C@@H]1c1cc(F)c(F)cc1F"	"Ki"	"'='"	"6.1"	"nM"	"8.21"	""	""	"UO_0000065"	"20.62"	"0.39"	"4.80"	"11.39"	"0"	"CHEMBL914338"	"Inhibition of human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1143002"	"1"	"Scientific Literature"	"J Med Chem"	"2007"	"None"	""	""
"CHEMBL379812"	""	"None"	"349.43"	"0"	"2.85"	"21p"	"N#C[C@@H]1CCCN1C(=O)[C@@H]1CC[C@H](COc2ccc3ccccc3c2)N1"	"Ki"	"'='"	"2.5"	"nM"	"8.60"	""	""	"UO_0000065"	"24.62"	"0.45"	"5.75"	"13.16"	"0"	"CHEMBL871249"	"Inhibition of human recombinant DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1148635"	"1"	"Scientific Literature"	"J Med Chem"	"2006"	"None"	""	""
"CHEMBL379368"	""	"None"	"343.38"	"0"	"1.43"	"21o"	"N#C[C@@H]1CCCN1C(=O)[C@@H]1CC[C@H](COc2ccc3c(c2)OCO3)N1"	"Ki"	"'='"	"2.7"	"nM"	"8.57"	""	""	"UO_0000065"	"24.95"	"0.47"	"7.14"	"10.22"	"0"	"CHEMBL871249"	"Inhibition of human recombinant DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1148635"	"1"	"Scientific Literature"	"J Med Chem"	"2006"	"None"	""	""
"CHEMBL380894"	""	"None"	"313.40"	"0"	"2.01"	"21e"	"Cc1ccc(OC[C@H]2CC[C@@H](C(=O)N3CCC[C@H]3C#N)N2)cc1"	"Ki"	"'='"	"7.2"	"nM"	"8.14"	""	""	"UO_0000065"	"25.98"	"0.48"	"6.13"	"12.46"	"0"	"CHEMBL871249"	"Inhibition of human recombinant DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1148635"	"1"	"Scientific Literature"	"J Med Chem"	"2006"	"None"	""	""
"CHEMBL209405"	""	"None"	"292.38"	"0"	"-0.05"	"19d"	"N#C[C@@H]1CCCN1C(=O)[C@@H]1CC[C@H](CN2CCOCC2)N1"	"Ki"	"'='"	"1610.0"	"nM"	"5.79"	""	""	"UO_0000065"	"19.81"	"0.38"	"5.84"	"8.44"	"0"	"CHEMBL871249"	"Inhibition of human recombinant DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1148635"	"1"	"Scientific Literature"	"J Med Chem"	"2006"	"None"	""	""
"CHEMBL63860"	""	"None"	"186.02"	"None"	"None"	"1"	"C[C@H](N)C(=O)N1CCC[C@H]1B(O)O"	"Ki"	"'='"	"2.0"	"nM"	"8.70"	""	""	"UO_0000065"	"46.76"	"None"	"None"	"None"	"1"	"CHEMBL664122"	"In vitro test for inhibitory activity against human dipeptidyl peptidase IV."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1128915"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"1996"	"None"	""	""
"CHEMBL3350817"	""	"None"	"319.40"	"0"	"1.64"	"13"	"NCCC[C@H](NC(=O)OCc1ccccc1)C(=O)N1CCCC1"	"Ki"	"'='"	"910.0"	"nM"	"6.04"	""	""	"UO_0000065"	"18.91"	"0.36"	"4.40"	"7.14"	"0"	"CHEMBL664122"	"In vitro test for inhibitory activity against human dipeptidyl peptidase IV."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1128915"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"1996"	"None"	""	""
"CHEMBL396300"	""	"None"	"307.22"	"0"	"3.92"	"17 (+/-)"	"NC1CN(c2ccccc2)CC1c1ccc(Cl)cc1Cl"	"Ki"	"'='"	"2800.0"	"nM"	"5.55"	""	""	"UO_0000065"	"18.07"	"0.38"	"1.63"	"18.98"	"0"	"CHEMBL903579"	"Inhibition of human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1139138"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""
"CHEMBL247775"	""	"None"	"380.28"	"0"	"3.76"	"16b (+/-)"	"Cc1cccc(COC(=O)N2CC(N)C(c3ccc(Cl)cc3Cl)C2)n1"	"Ki"	"'='"	"240.0"	"nM"	"6.62"	""	""	"UO_0000065"	"17.41"	"0.36"	"2.86"	"9.67"	"0"	"CHEMBL903579"	"Inhibition of human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1139138"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""
"CHEMBL1910124"	""	"None"	"449.34"	"0"	"2.64"	"(+)-3bb, atropisomer"	"Cc1nc2c(c(-c3ccc(Cl)cc3Cl)c1CN)CN(CC(=O)N1CCOCC1)C2=O"	"Ki"	"'='"	"0.31"	"nM"	"9.51"	""	""	"UO_0000065"	"21.16"	"0.43"	"6.87"	"10.71"	"0"	"CHEMBL1912807"	"Inhibition of DPP4"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909536"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2011"	"None"	""	""
"CHEMBL1910112"	""	"None"	"380.23"	"0"	"2.86"	"3p, atropisomer"	"Cc1nc2c(c(-c3ccc(Cl)cc3Cl)c1CN)CN(CC(=O)O)C2=O"	"Ki"	"'='"	"4.0"	"nM"	"8.40"	""	""	"UO_0000065"	"22.09"	"0.46"	"5.54"	"8.70"	"0"	"CHEMBL1912807"	"Inhibition of DPP4"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909536"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2011"	"None"	""	""
"CHEMBL1910111"	""	"None"	"394.26"	"0"	"2.95"	"(S)-3o, atropisomer"	"COC(=O)CN1Cc2c(nc(C)c(CN)c2-c2ccc(Cl)cc2Cl)C1=O"	"Ki"	"'='"	"2.7"	"nM"	"8.57"	""	""	"UO_0000065"	"21.73"	"0.45"	"5.62"	"10.02"	"0"	"CHEMBL1912807"	"Inhibition of DPP4"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909536"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2011"	"None"	""	""
"CHEMBL1209764"	""	"None"	"379.30"	"0"	"3.71"	"33"	"CCN(CC)c1nc2nc(C)c(CN)c(-c3ccc(Cl)cc3Cl)n2n1"	"Ki"	"'='"	"73.0"	"nM"	"7.14"	""	""	"UO_0000065"	"18.82"	"0.39"	"3.43"	"9.87"	"0"	"CHEMBL1211741"	"Inhibition of human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1208739"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2010"	"None"	""	""
"CHEMBL1270757"	""	"None"	"378.86"	"0"	"4.49"	"16"	"COc1ccccc1-c1cn2c(-c3cccc(Cl)c3)c(CN)c(C)nc2n1"	"Ki"	"'='"	"1530.0"	"nM"	"5.82"	""	""	"UO_0000065"	"15.35"	"0.29"	"1.33"	"8.89"	"0"	"CHEMBL1274952"	"Inhibition of human DPP4 after 15 mins by para-nitroaniline release assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1268879"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2010"	"None"	""	""
"CHEMBL1270859"	""	"None"	"413.31"	"1"	"5.15"	"18"	"COc1ccccc1-c1cn2c(-c3ccc(Cl)c(Cl)c3)c(CN)c(C)nc2n1"	"Ki"	"'='"	"612.0"	"nM"	"6.21"	""	""	"UO_0000065"	"15.03"	"0.30"	"1.06"	"9.49"	"0"	"CHEMBL1274952"	"Inhibition of human DPP4 after 15 mins by para-nitroaniline release assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1268879"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2010"	"None"	""	""
"CHEMBL67279"	"TALABOSTAT"	"3.0"	"214.07"	"None"	"None"	"Talabostat"	"CC(C)[C@H](N)C(=O)N1CCC[C@H]1B(O)O"	"Ki"	"'='"	"0.18"	"nM"	"9.74"	""	""	"UO_0000065"	"45.52"	"None"	"None"	"None"	"0"	"CHEMBL5105147"	"Binding affinity to DPP-4 (unknown origin) assessed as inhibition constant"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5104111"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2022"	"None"	""	"INHIBITOR"
"CHEMBL1209538"	""	"None"	"383.28"	"1"	"5.14"	"15"	"Cc1nc2cc(-c3ccccc3)nn2c(-c2ccc(Cl)cc2Cl)c1CN"	"Ki"	"'='"	"22.0"	"nM"	"7.66"	""	""	"UO_0000065"	"19.98"	"0.40"	"2.52"	"13.62"	"0"	"CHEMBL1211741"	"Inhibition of human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1208739"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2010"	"None"	""	""
"CHEMBL318401"	""	"None"	"176.31"	"0"	"0.67"	"4"	"C[C@H](N)C(=S)N1CCSC1"	"Ki"	"'='"	"7880.0"	"nM"	"5.10"	""	""	"UO_0000065"	"28.95"	"0.70"	"4.43"	"17.44"	"0"	"CHEMBL664535"	"Inhibitory activity of compound against Dipeptidylpeptidase IV (DPP IV)"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1144883"	"1"	"Scientific Literature"	"J Med Chem"	"2003"	"None"	""	""
"CHEMBL246322"	""	"None"	"519.55"	"1"	"2.51"	"29f"	"NC1CN(c2cc(-c3cccc(S(=O)(=O)N4CCOCC4)c3)ncn2)CC1c1cc(F)c(F)cc1F"	"Ki"	"'='"	"3.2"	"nM"	"8.49"	""	""	"UO_0000065"	"16.35"	"0.32"	"5.98"	"8.36"	"0"	"CHEMBL903580"	"Inhibition of human DPP4 by tight binding assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1139138"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""
