"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"	"Action Type"
"CHEMBL1161918"	""	"None"	"422.43"	"0"	"4.18"	"16"	"COc1ccc2nc(N3CCCC(N)C3)n(Cc3ccccc3C(F)(F)F)c2c1F"	"Ki"	"'='"	"57.0"	"nM"	"7.24"	""	""	"UO_0000065"	"17.15"	"0.33"	"3.06"	"12.86"	"0"	"CHEMBL907097"	"Inhibition of h-DPPIV"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1137273"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2006"	"None"	""	""
"CHEMBL541921"	""	"None"	"323.40"	"0"	"1.65"	"17"	"NC1CCCN(c2nc3ccc[n+]([O-])c3n2Cc2ccccc2)C1"	"Ki"	"'='"	"300.0"	"nM"	"6.52"	""	""	"UO_0000065"	"20.17"	"0.37"	"4.87"	"8.81"	"0"	"CHEMBL907097"	"Inhibition of h-DPPIV"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1137273"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2006"	"None"	""	""
"CHEMBL442952"	""	"None"	"184.28"	"0"	"1.13"	"14"	"CCCC[C@H](N)C(=O)N1CCCC1"	"Ki"	"'='"	"1200.0"	"nM"	"5.92"	""	""	"UO_0000065"	"32.13"	"0.62"	"4.79"	"12.78"	"0"	"CHEMBL664122"	"In vitro test for inhibitory activity against human dipeptidyl peptidase IV."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1128915"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"1996"	"None"	""	""
"CHEMBL2334693"	""	"None"	"422.94"	"0"	"1.58"	"1m"	"N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1"	"Ki"	"'='"	"11.0"	"nM"	"7.96"	""	""	"UO_0000065"	"18.82"	"0.39"	"6.38"	"7.40"	"0"	"CHEMBL2344422"	"Inhibition of human DPP4 using gly-pro-para-nitroanilide as substrate"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2331330"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2013"	"None"	""	""
"CHEMBL268359"	""	"None"	"477.47"	"0"	"2.21"	"43"	"CS(=O)(=O)c1cccc(-c2ncnc(N3C[C@H](N)[C@@H](c4cc(F)c(F)cc4F)CC3=O)n2)c1"	"Ki"	"'='"	"13.0"	"nM"	"7.89"	""	""	"UO_0000065"	"16.52"	"0.33"	"5.68"	"6.62"	"0"	"CHEMBL914338"	"Inhibition of human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1143002"	"1"	"Scientific Literature"	"J Med Chem"	"2007"	"None"	""	""
"CHEMBL222379"	""	"None"	"349.36"	"0"	"2.38"	"24"	"N[C@H]1CN(CCc2ccncc2)C(=O)C[C@@H]1c1cc(F)c(F)cc1F"	"Ki"	"'='"	"24.0"	"nM"	"7.62"	""	""	"UO_0000065"	"21.81"	"0.42"	"5.24"	"12.87"	"0"	"CHEMBL914338"	"Inhibition of human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1143002"	"1"	"Scientific Literature"	"J Med Chem"	"2007"	"None"	""	""
"CHEMBL373922"	""	"None"	"348.37"	"0"	"2.99"	"20"	"N[C@H]1CN(CCc2ccccc2)C(=O)C[C@@H]1c1cc(F)c(F)cc1F"	"Ki"	"'='"	"17.0"	"nM"	"7.77"	""	""	"UO_0000065"	"22.30"	"0.42"	"4.78"	"16.77"	"0"	"CHEMBL914338"	"Inhibition of human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1143002"	"1"	"Scientific Literature"	"J Med Chem"	"2007"	"None"	""	""
"CHEMBL222327"	""	"None"	"314.82"	"0"	"3.18"	"17"	"N[C@H]1CN(Cc2ccccc2)C(=O)C[C@@H]1c1ccccc1Cl"	"Ki"	"'='"	"1400.0"	"nM"	"5.85"	""	""	"UO_0000065"	"18.59"	"0.36"	"2.67"	"12.64"	"0"	"CHEMBL914338"	"Inhibition of human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1143002"	"1"	"Scientific Literature"	"J Med Chem"	"2007"	"None"	""	""
"CHEMBL245780"	""	"None"	"414.39"	"0"	"3.19"	"29d"	"NC1CN(c2cc(-c3ccc(C(=O)O)cc3)ncn2)CC1c1cc(F)c(F)cc1F"	"Ki"	"'='"	"85.0"	"nM"	"7.07"	""	""	"UO_0000065"	"17.06"	"0.32"	"3.88"	"7.66"	"0"	"CHEMBL903579"	"Inhibition of human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1139138"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""
"CHEMBL2334678"	""	"None"	"432.53"	"0"	"2.10"	"15b"	"CCC1([C@H](N)C(=O)N2[C@H](C#N)C[C@@H]3C[C@@H]32)CCN(C(=O)c2ccc3cnccc3n2)CC1"	"Ki"	"'='"	"38.0"	"nM"	"7.42"	""	""	"UO_0000065"	"17.16"	"0.32"	"5.32"	"6.39"	"0"	"CHEMBL2344422"	"Inhibition of human DPP4 using gly-pro-para-nitroanilide as substrate"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2331330"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2013"	"None"	""	""
"CHEMBL2334694"	""	"None"	"402.52"	"0"	"1.07"	"1n"	"N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C1CCN(S(=O)(=O)Cc2ccccc2)CC1"	"Ki"	"'='"	"18.0"	"nM"	"7.75"	""	""	"UO_0000065"	"19.24"	"0.38"	"6.67"	"7.20"	"0"	"CHEMBL2344422"	"Inhibition of human DPP4 using gly-pro-para-nitroanilide as substrate"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2331330"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2013"	"None"	""	""
"CHEMBL77538"	""	"None"	"298.35"	"0"	"0.47"	"1"	"N#Cc1ccc(NCCNCC(=O)N2CCC[C@H]2C#N)nc1"	"Ki"	"'='"	"27.0"	"nM"	"7.57"	""	""	"UO_0000065"	"25.37"	"0.47"	"7.10"	"7.22"	"0"	"CHEMBL863902"	"Inhibition of human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1148544"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2006"	"None"	""	""
"CHEMBL380783"	""	"None"	"309.37"	"0"	"2.33"	"11"	"N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2ccco2)cc1"	"Ki"	"'='"	"36.0"	"nM"	"7.44"	""	""	"UO_0000065"	"24.06"	"0.44"	"5.11"	"8.94"	"0"	"CHEMBL863902"	"Inhibition of human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1148544"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2006"	"None"	""	""
"CHEMBL443836"	""	"None"	"344.99"	"None"	"None"	"15"	"O=C(NCC(=O)N1CCC[C@H]1B(O)O)c1c(Cl)cccc1Cl"	"Ki"	"'='"	"6871.0"	"nM"	"5.16"	""	""	"UO_0000065"	"14.97"	"None"	"None"	"None"	"0"	"CHEMBL908231"	"Inhibition constant against DPP-4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1137598"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""
"CHEMBL217056"	""	"None"	"297.12"	"None"	"None"	"19"	"CN(CC(=O)N1CCC[C@H]1B(O)O)C(=O)C1CCC(=O)N1"	"Ki"	"'='"	"68.0"	"nM"	"7.17"	""	""	"UO_0000065"	"24.12"	"None"	"None"	"None"	"0"	"CHEMBL908231"	"Inhibition constant against DPP-4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1137598"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""
"CHEMBL1161919"	""	"None"	"364.41"	"0"	"0.96"	"7"	"CN1C(=O)c2nc(N3CCCC(N)C3)n(Cc3ccccc3C#N)c2C1=O"	"Ki"	"'='"	"2.0"	"nM"	"8.70"	""	""	"UO_0000065"	"23.87"	"0.44"	"7.74"	"8.04"	"0"	"CHEMBL907097"	"Inhibition of h-DPPIV"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1137273"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2006"	"None"	""	""
"CHEMBL1161911"	""	"None"	"363.43"	"0"	"0.98"	"18"	"Cn1ncc2c(nc(N3CCCC(N)C3)n2Cc2ccccc2C#N)c1=O"	"Ki"	"'='"	"260.0"	"nM"	"6.58"	""	""	"UO_0000065"	"18.12"	"0.33"	"5.61"	"6.23"	"0"	"CHEMBL907097"	"Inhibition of h-DPPIV"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1137273"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2006"	"None"	""	""
"CHEMBL22511"	""	"None"	"228.31"	"0"	"1.46"	"3s"	"N[C@H](C(=O)N1CC[C@H](F)C1)C1CCCCC1"	"Ki"	"'='"	"56.0"	"nM"	"7.25"	""	""	"UO_0000065"	"31.76"	"0.62"	"5.79"	"15.65"	"0"	"CHEMBL872349"	"Inhibitory constant against Dipeptidylpeptidase IV activity"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1143465"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2005"	"None"	""	""
"CHEMBL204458"	""	"None"	"289.42"	"0"	"2.29"	"22"	"CCCN(CC#N)C(=O)[C@@H](N)C12CC3CC(CC(C3)C1)C2"	"Ki"	"'='"	"673.0"	"nM"	"6.17"	""	""	"UO_0000065"	"21.33"	"0.40"	"3.88"	"8.80"	"0"	"CHEMBL867212"	"Inhibition of DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1139028"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2006"	"None"	""	""
"CHEMBL98408"	""	"None"	"202.32"	"0"	"0.89"	"4b"	"CC[C@H](C)[C@H](N)C(=O)N1CCSC1"	"Ki"	"'='"	"126.0"	"nM"	"6.90"	""	""	"UO_0000065"	"34.10"	"0.72"	"6.01"	"14.89"	"1"	"CHEMBL666574"	"Inhibition of Dipeptidyl Peptidase IV"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1135386"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2002"	"None"	""	""
"CHEMBL1214942"	""	"None"	"404.30"	"0"	"3.71"	"24b"	"Cc1nc2nc(C(=O)N3CCCC3)cn2c(-c2ccc(Cl)cc2Cl)c1CN"	"Ki"	"'='"	"2.9"	"nM"	"8.54"	""	""	"UO_0000065"	"21.12"	"0.43"	"4.83"	"11.16"	"0"	"CHEMBL1218970"	"Inhibition of human recombinant DPP4 assessed as Gly-Pro-pNA cleavage"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1212920"	"1"	"Scientific Literature"	"J Med Chem"	"2010"	"None"	""	""
"CHEMBL1214945"	""	"None"	"475.42"	"0"	"4.07"	"24e"	"Cc1nc2nc(C(=O)NC3CCN(C(C)C)CC3)cn2c(-c2ccc(Cl)cc2Cl)c1CN"	"Ki"	"'='"	"5.0"	"nM"	"8.30"	""	""	"UO_0000065"	"17.46"	"0.35"	"4.23"	"9.37"	"0"	"CHEMBL1218970"	"Inhibition of human recombinant DPP4 assessed as Gly-Pro-pNA cleavage"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1212920"	"1"	"Scientific Literature"	"J Med Chem"	"2010"	"None"	""	""
"CHEMBL2334695"	""	"None"	"438.55"	"0"	"2.08"	"1o"	"N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C1CCN(S(=O)(=O)c2cccc3ccccc23)CC1"	"Ki"	"'='"	"13.0"	"nM"	"7.89"	""	""	"UO_0000065"	"17.98"	"0.35"	"5.81"	"7.34"	"0"	"CHEMBL2344422"	"Inhibition of human DPP4 using gly-pro-para-nitroanilide as substrate"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2331330"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2013"	"None"	""	""
"CHEMBL2334688"	""	"None"	"346.48"	"0"	"1.50"	"1h"	"CC(C)(C)CC(=O)N1CCC([C@H](N)C(=O)N2[C@H](C#N)C[C@@H]3C[C@@H]32)CC1"	"Ki"	"'='"	"4.0"	"nM"	"8.40"	""	""	"UO_0000065"	"24.24"	"0.46"	"6.90"	"9.29"	"0"	"CHEMBL2344422"	"Inhibition of human DPP4 using gly-pro-para-nitroanilide as substrate"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2331330"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2013"	"None"	""	""
"CHEMBL2334682"	""	"None"	"332.49"	"0"	"1.97"	"1b"	"CC(C)(C)CCN1CCC([C@H](N)C(=O)N2[C@H](C#N)C[C@@H]3C[C@@H]32)CC1"	"Ki"	"'='"	"75.0"	"nM"	"7.12"	""	""	"UO_0000065"	"21.43"	"0.41"	"5.15"	"9.71"	"0"	"CHEMBL2344422"	"Inhibition of human DPP4 using gly-pro-para-nitroanilide as substrate"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2331330"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2013"	"None"	""	""
"CHEMBL97483"	""	"None"	"158.27"	"0"	"0.76"	"3a"	"C[C@H](N)C(=S)N1CCCC1"	"Ki"	"'='"	"47600.0"	"nM"	"4.32"	""	""	"UO_0000065"	"27.31"	"0.59"	"3.56"	"14.77"	"1"	"CHEMBL666574"	"Inhibition of Dipeptidyl Peptidase IV"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1135386"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2002"	"None"	""	""
"CHEMBL199840"	""	"None"	"367.45"	"0"	"1.17"	"11"	"CC(C)([C@H](N)C(=O)N1C[C@@H](F)C[C@H]1C#N)S(=O)(=O)Cc1ccccc1"	"Ki"	"'='"	"324.0"	"nM"	"6.49"	""	""	"UO_0000065"	"17.66"	"0.35"	"5.32"	"6.22"	"0"	"CHEMBL863964"	"Inhibitory activity against human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1141969"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2005"	"None"	""	""
"CHEMBL198190"	""	"None"	"363.50"	"0"	"2.92"	"37"	"CC(C)(SCCCc1ccccc1)[C@H](N)C(=O)N1C[C@@H](F)C[C@H]1C#N"	"Ki"	"'='"	"24.0"	"nM"	"7.62"	""	""	"UO_0000065"	"20.96"	"0.42"	"4.70"	"10.87"	"0"	"CHEMBL863964"	"Inhibitory activity against human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1141969"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2005"	"None"	""	""
"CHEMBL2334701"	""	"None"	"374.53"	"0"	"2.28"	"15a"	"CCC1([C@H](N)C(=O)N2[C@H](C#N)C[C@@H]3C[C@@H]32)CCN(C(=O)CC(C)(C)C)CC1"	"Ki"	"'='"	"35.0"	"nM"	"7.46"	""	""	"UO_0000065"	"19.91"	"0.38"	"5.18"	"8.24"	"0"	"CHEMBL2344422"	"Inhibition of human DPP4 using gly-pro-para-nitroanilide as substrate"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2331330"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2013"	"None"	""	""
"CHEMBL3350821"	""	"None"	"204.27"	"0"	"1.31"	"20"	"N[C@H](C(=O)N1CCCC1)c1ccccc1"	"Ki"	"'='"	"5300.0"	"nM"	"5.28"	""	""	"UO_0000065"	"25.83"	"0.48"	"3.97"	"11.39"	"0"	"CHEMBL664122"	"In vitro test for inhibitory activity against human dipeptidyl peptidase IV."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1128915"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"1996"	"None"	""	""
"CHEMBL385517"	"SAXAGLIPTIN"	"4.0"	"315.42"	"0"	"1.16"	"BMS-477118"	"N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2"	"Ki"	"'='"	"0.6"	"nM"	"9.22"	""	""	"UO_0000065"	"29.24"	"0.55"	"8.06"	"10.21"	"0"	"CHEMBL1057247"	"Inhibition of DPP4"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1153009"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2009"	"None"	""	""
"CHEMBL1270860"	""	"None"	"362.41"	"0"	"3.98"	"19"	"COc1ccccc1-c1cn2c(-c3cccc(F)c3)c(CN)c(C)nc2n1"	"Ki"	"'='"	"550.0"	"nM"	"6.26"	""	""	"UO_0000065"	"17.27"	"0.32"	"2.28"	"9.57"	"0"	"CHEMBL1274952"	"Inhibition of human DPP4 after 15 mins by para-nitroaniline release assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1268879"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2010"	"None"	""	""
"CHEMBL23981"	""	"None"	"228.31"	"0"	"1.46"	"3r"	"N[C@H](C(=O)N1CC[C@@H](F)C1)C1CCCCC1"	"Ki"	"'='"	"128.0"	"nM"	"6.89"	""	""	"UO_0000065"	"30.19"	"0.59"	"5.43"	"14.88"	"0"	"CHEMBL872349"	"Inhibitory constant against Dipeptidylpeptidase IV activity"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1143465"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2005"	"None"	""	""
"CHEMBL217754"	""	"None"	"228.06"	"None"	"None"	"16"	"CC(=O)N(C)CC(=O)N1CCC[C@H]1B(O)O"	"Ki"	"'='"	"4600.0"	"nM"	"5.34"	""	""	"UO_0000065"	"23.40"	"None"	"None"	"None"	"0"	"CHEMBL908231"	"Inhibition constant against DPP-4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1137598"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""
"CHEMBL383855"	""	"None"	"250.06"	"None"	"None"	"24"	"O=C(Cn1ccccc1=O)N1CCC[C@H]1B(O)O"	"Ki"	"'='"	"182000.0"	"nM"	""	"Outside typical range"	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL908231"	"Inhibition constant against DPP-4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1137598"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""
"CHEMBL307636"	""	"None"	"235.33"	"0"	"1.41"	"25"	"N#C[C@@H]1CCCN1C(=O)[C@@H](N)C1CCCCC1"	"Ki"	"'='"	"1.4"	"nM"	"8.85"	""	""	"UO_0000065"	"37.62"	"0.71"	"7.44"	"12.63"	"1"	"CHEMBL664122"	"In vitro test for inhibitory activity against human dipeptidyl peptidase IV."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1128915"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"1996"	"None"	""	""
"CHEMBL1910110"	""	"None"	"336.22"	"0"	"3.41"	"3n, atropisomer"	"Cc1nc2c(c(-c3ccc(Cl)cc3Cl)c1CN)CN(C)C2=O"	"Ki"	"'='"	"29.0"	"nM"	"7.54"	""	""	"UO_0000065"	"22.42"	"0.47"	"4.13"	"12.73"	"0"	"CHEMBL1912807"	"Inhibition of DPP4"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909536"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2011"	"None"	""	""
"CHEMBL1909647"	""	"None"	"322.20"	"0"	"3.07"	"3m, atropisomer"	"Cc1nc2c(c(-c3ccc(Cl)cc3Cl)c1CN)CNC2=O"	"Ki"	"'='"	"14.0"	"nM"	"7.85"	""	""	"UO_0000065"	"24.38"	"0.51"	"4.78"	"11.55"	"0"	"CHEMBL1912807"	"Inhibition of DPP4"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909536"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2011"	"None"	""	""
